Is, NN
to, TO
bed, NN
AbuDhabiGP, NN
., .
EmmaJonesGB, NN
gorgeous, JJ
Emma, NN
xxx, NN
., .
After, IN
the, DT
CrashInduction, NN
gig, NN
last, JJ
night, NN
with, IN
Mark, NN
Tawny, NN
Owl, NN
., .
Drake, VB
East, NN
side, NN
., .
Beth, NNS
., .
Jeremysquire, NN
I, PRP
remember, VB
you, PRP
driving, VBG
me, PRP
in, IN
a, DT
boat, NN
Smashing, VBG
through, IN
the, DT
reeds, NNS
Those, DT
were, VBD
the, DT
days, NNS
., .
900, CD
days, NNS
later, RB
9, CD
stone, NN
down, RB
a, DT
whole, JJ
lot, NN
of, IN
dedication, NN
Congrats, NNS
Mandy_Emmerson, NN
Cloud, NN
Number, NNP
9, CD
4u, CD
tonight, NN
., .
Not, RB
a, DT
good, JJ
1st, CD
half, NN
bad, JJ
result, NN
for, IN
England, NNP
but, CC
a, DT
good, JJ
day, NN
with, IN
my, PRP$
Water_Eaton_AFC, NN
U16, NN
girls, NNS
had, VBD
2, CD
share, NN
this, DT
., .
Stevi, NN
has, VBZ
to, TO
go, VB
man, NN
there, EX
no, DT
way, NN
Lauren, NNS
and, CC
Andrea, NN
can, MD
be, VB
in, IN
the, DT
bottom, NN
to, TO
xfactor, NN
., .
love, NN
the, DT
waitrose, NN
advert, NN
., .
FINALLY, NN
GOT, NNP
TO, NN
MEET, NN
UP, IN
WITH, NN
MY, PRP$
COUSIN, NN
NYAMBURA, NN
UP, IN
IN, NN
LONDON, NNP
❤❤❤❤, NN
Cousins, NNS
London, NNP
., .
More, RBR
women, NNS
need, NN
to, TO
rock, NN
the, DT
hair, NN
that, IN
cheryl, NN
is, VBZ
sporting, VBG
tonight, NN
Absolute, NN
piffness, NN
., .
MissDebsLowrie, NN
Mandy_Emmerson, NN
Gives, NNS
us, PRP
all, DT
a, DT
warm, NN
glow, NN
eh, NN
xx, NN
., .
I, PRP
did, VBD
even, RB
realise, NN
Take, VB
That, DT
were, VBD
down, RB
to, TO
4, CD
let, VB
alone, RB
3, CD
Where, WRB
Robbie, NN
gone, VBN
Good, JJ
job, NN
Gazza, NNP
still, RB
there, RB
clutchingatstraws, NNS
xfactor, NN
., .
What, WP
is, VBZ
with, IN
Gary, NNP
Barlow, NNP
eyebrow, NN
., .
BEAUTIFUL, NN
PEOPLE, NNS
WONDERFUL, NN
NIGHT, NN
LONDON, NNP
YOU, NN
WERE, NN
GOOD, JJ
TO, NN
US, NN
blacksupremacy, NN
SimpleSimon, NN
., .
gemmastorey, NN
Lauren, NNS
and, CC
Andrea, NN
Nooooooooooo, NN
Bye, NN
Stevie, NN
., .
THESTEVIRITCHIE, NN
come, VB
on, IN
Stevi, NN
My, PRP$
daughter, NN
will, MD
not, RB
sit, NN
still, RB
you, PRP
just, RB
can, MD
go, VB
home, NN
Noooooooooooo, NN
., .
Is, NN
X, NN
factor, NN
having, VBG
a, DT
laugh, NN
., .
Whouffaldi_, NN
weeping, VBG
like, IN
a, DT
baby, NN
when, WRB
Tom, NNP
appears, VBZ
at, IN
the, DT
end, NN
., .
holly_lily, RB
Being, VBG
a, DT
dancer, NN
looks, NNS
like, IN
so, RB
much, JJ
fun, NN
It, PRP
sure, NN
is, VBZ
., .
upintheV, NN
tylrwrd, NN
theyre, NN
aint, NN
no, DT
politics, NNS
bro, NN
i, NN
wear, NN
what, WP
i, NN
like, IN
but, CC
its, PRP$
nice, JJ
to, TO
have, VB
for, IN
debate, NN
ya, NN
feels, NNS
., .
I, PRP
wish, NN
I, PRP
knew, NNS
what, WP
it, PRP
like, IN
to, TO
be, VB
in, IN
your, PRP$
head, NN
in, IN
a, DT
good, JJ
mood, NN
it, PRP
like, IN
an, DT
iron, NN
maiden, NN
album, NN
if, IN
I, PRP
feel, NN
crazy, NN
a, DT
mastodon, NN
album, NN
., .
Jake, NN
and, CC
jimmy, NN
are, VBP
a, DT
dream, NN
., .
gemmastorey, NN
ohhhhhhhhh, NN
makes, VBZ
sense, NN
thanks, NNS
god, NN
Poor, NNP
Andrea, NN
., .
my, PRP$
life, NN
would, MD
be, VB
shit, NN
without, IN
DanielHuwLewis, NN
he, PRP
makes, VBZ
me, PRP
smile, NN
Love, VB
you, PRP
lots, NNS
like, IN
jelly, RB
tots, NNS
DanielHuwLewis, NN
DanielHuwLewis, NN
., .
Just, RB
remembered, VBN
I, PRP
getting, VBG
my, PRP$
face, NN
done, VBN
at, IN
dermalogica, NN
Tuesday, NNP
Yolo, NN
why, WRB
not, RB
., .
Ca, NNP
believe, VB
how, WRB
great, JJ
this, DT
podcast, NN
is, VBZ
If, IN
there, RB
is, VBZ
one, CD
thing, NN
you, PRP
listen, NN
to, TO
make, VB
it, PRP
this, DT
>, NN
via, IN
Podcast_Addict, NN
., .
_itsyusuf, NN
Jimmy, NN
Bullard, NNP
is, VBZ
the, DT
perfect, NN
example, NN
of, IN
how, WRB
girls, NNS
fancy, NN
guys, NNS
because, IN
of, IN
their, PRP$
personalities, NNS
., .
Homeland, NN
wtf, NN
., .
Soy, NN
un, NN
cubito, NN
de, NNS
hielo, NN
por, NN
las, NNS
calles, NNS
de, NNS
Londres, NNS
❄, NN
blondieblue, NN
blondieblueblog, NN
London, NNP
londres, NNS
., .
BanterBus9, NN
why, WRB
leave, VB
though, IN
Do, VBP
you, PRP
have, VB
the, DT
balls, NNS
to, TO
carry, NN
on, IN
or, CC
are, VBP
you, PRP
just, RB
a, DT
pussy, NN
because, IN
you, PRP
made, VBN
it, PRP
bait, NN
., .
Nelza82, NN
One, CD
American, JJ
once, RB
asked, VBN
me, PRP
if, IN
I, PRP
knew, NNS
John, NNP
John, NNP
from, IN
London, NNP
Yeah, NN
right, NN
TheyThinkWeAreSoSmall, NN
., .
RobDoofus, NN
gary, NN
will, MD
only, RB
be, VB
happy, JJ
when, WRB
he, PRP
is, VBZ
Take, VB
That, DT
., .
TheM0ffatMinion, NN
the, DT
mini, NN
moffat, NN
lies, NNS
., .
modernmissus, NN
Mandy_Emmerson, NN
I, PRP
always, RB
did, VBD
love, NN
a, DT
ThenAndNow, NN
pic, NN
This, DT
is, VBZ
one, CD
of, IN
the, DT
best, JJS
for, IN
sure, NN
Hope, NN
you, PRP
had, VBD
fun, NN
today, NN
Kat, NNP
xx, NN
., .
New, NNP
from, IN
DeadlyStayFresh, NN
CandyDCM, NN
Play, VB
A, DT
Game, NN
Video, NN
., .
JordanBrady1, NN
ryday10, NN
SwanficaFC, NN
belgrave_e, NN
Like, IN
this, DT
like, IN
greek, NN
gods, NNS
., .
Kasabian, JJ
Birmingham, NNP
great, JJ
journey, NN
last, JJ
night, NN
Crowd, NN
chanting, VBG
outbound, NN
also, RB
a, DT
bonus, NN
peacebuilding, VBG
., .
THEBRYANHITCH, NN
join, NN
the, DT
club, NN
of, IN
husbands, NNS
against, IN
waitrose, NN
ad, NN
., .
McSchmesh, NN
as, IN
long, RB
as, IN
you, PRP
dont, NN
start, NN
eating, VBG
fecal, JJ
matter, NN
your, PRP$
an, DT
artist, NN
., .
Am, NN
I, PRP
the, DT
only, RB
one, CD
who, WP
feels, NNS
the, DT
cops, NNS
in, IN
America, NNP
are, VBP
gaining, VBG
so, RB
much, JJ
more, RBR
confidence, NN
in, IN
their, PRP$
hate, NN
crimes, NNS
bcos, NN
they, PRP
seldom, NN
get, VB
prosecuted, VBN
., .
Brilliant, NN
workshop, NN
today, NN
with, IN
rossrayburn, NN
in, IN
miltonkeynes, NNS
yogaeverydamnday, NN
yoga, NN
yogauk, NN
., .
McSchmesh, NN
ah, NN
white, JJ
wine, NN
is, VBZ
a, DT
demon, NN
., .
Fact, NN
Adding, VBG
Vodka, NN
to, TO
your, PRP$
shampoo, NN
can, MD
actually, RB
help, NN
cleanse, NN
the, DT
scalp, NN
keeping, VBG
hair, NN
strong, JJ
and, CC
healthy, JJ
CarltonGray96, NN
., .
gooner1947, NN
I, PRP
love, NN
waking, VBG
up, RB
and, CC
it, PRP
frosty, NN
everywhere, RB
Beautiful, JJ
In, IN
The, DT
Morning, VBG
sunshine, NN
., .
Just, RB
waiting, VBG
to, TO
find, VB
out, IN
whether, IN
or, CC
not, RB
the, DT
authority, NN
or, CC
Cena, NN
has, VBZ
won, NN
tomorrow, NN
ca, MD
wait, NN
for, IN
the, DT
results, NNS
., .
gooner1947, NN
much, JJ
better, RBR
view, NN
of, IN
the, DT
stars, NNS
than, IN
we, PRP
city, NN
folk, NN
get, VB
then, RB
I, PRP
love, NN
that, IN
A, DT
guy, NN
I, PRP
know, VB
just, RB
came, VBD
back, RB
from, IN
the, DT
desert, NN
in, IN
., .
gooner1947, NN
mountain, NN
on, IN
nearby, RB
island, NN
hid, NN
it, PRP
from, IN
view, NN
at, IN
first, RB
but, CC
was, VBD
truly, RB
magnificent, NN
Sat, NN
there, RB
for, IN
about, IN
2, CD
1, CD
2, CD
hours, NNS
and, CC
several, JJ
beers, NNS
., .
a, DT
french, JJ
bulldog, NN
or, CC
a, DT
pug, NN
is, VBZ
all, DT
i, NN
want, NN
., .
Welcome, VB
To, TO
Hope, NN
Gateway, NN
to, TO
Holidayland, NN
The, DT
best, JJS
film, NN
just, RB
started, VBN
on, IN
itv4, NN
Rambo, NN
firstblood, NN
TheSlyStallone, NN
., .
Whhhaaaattt, NN
The, DT
ending, VBG
of, IN
season, NN
2, CD
of, IN
Hannibal, NN
On, IN
the, DT
Plane, NN
And, CC
the, DT
people, NNS
., .
hannah_maex, NN
it, PRP
an, DT
opportunity, NN
for, IN
us, PRP
too, RB
develop, VB
our, PRP$
pshe, NN
skills, NNS
., .
Lols, NNS
ConspiringWorld, NN
Titanic, NN
They, PRP
both, DT
could, MD
have, VB
fit, NN
., .
SHGames, NNS
your, PRP$
game, NN
is, VBZ
still, RB
broken, NN
mp, NN
still, RB
is, VBZ
right, NN
I, PRP
get, VB
bulls, NNS
t, NN
kills, NNS
on, IN
me, PRP
U, NN
have, VB
ruined, VBN
cod, NN
Please, VB
fix, NN
aw, NN
., .
OfficialChip, NN
I, PRP
hear, NN
You, PRP
CM, NN
squad, NN
love, NN
you, PRP
chip, NN
., .
So, RB
upset, NN
that, IN
nat, NN
got, VBD
thlis, NN
pic, NN
But, CC
still, RB
a, DT
great, JJ
night, NN
and, CC
well, RB
done, VBN
TonyBellew, NN
x, NN
., .
Come, VB
On, IN
Giants, NNS
lets, NNS
defeat, NN
the, DT
Cowboys, NNS
and, CC
have, VB
a, DT
change, NN
in, IN
form, NN
ComeOnGiants, NNS
GiantsNation, NN
., .
Yardi, NN
Systems, NNS
IT, NN
Job, NN
Technical, JJ
Account, NN
Manager, NN
MiltonKeynes, NNS
VeteranJob, NN
Jobs, NNS
TweetMyJobs, NN
., .
JimiHendrix, NN
for, IN
sale, NN
on, IN
my, PRP$
web, NN
site, NN
., .
BenjyPiff, NN
Honey, NN
badger, NN
dont, NN
give, VB
a, DT
shit, NN
., .
litlun33Wo, NN
be, VB
long, RB
just, RB
need, NN
to, TO
stop, NN
for, IN
White, NNP
Spirit, NN
rope, NN
., .
HorseHour, NN
tickets, NNS
selling, VBG
fast, NN
for, IN
the, DT
Family, NNP
Equine, NN
Panto, NN
my, PRP$
Daughter, NN
Camilla, NN
cast, NN
as, IN
Cinderella, NN
., .
OC, NN
RichieFirth, NN
Timarasu, NN
as, IN
the, DT
flamboyant, NN
Italian, JJ
striker, NN
., .
Oh, UH
hai, NN
winter, NN
Guess, NN
I, PRP
be, VB
defrosting, VBG
the, DT
car, NN
then, RB
Hilton, NNP
Hotel, NN
Milton, NNP
Keynes, NNS
., .
NFUCountryside, RB
Ted, NN
Clydesdale, NN
having, VBG
breakfast, NN
on, IN
a, DT
frosty, NN
Morning, VBG
Salden, NN
Chase, NN
Buckinghamshire, NN
., .
HorseHour, NN
Ted, NN
Clydesdale, NN
enjoying, VBG
Breakfast, NN
on, IN
a, DT
frosty, NN
morning, NN
., .
Watch, NN
the, DT
video, NN
of, IN
the, DT
Future, NN
of, IN
Monetary, JJ
Policy, NN
event, NN
with, IN
Charlie, NNP
Bean, NN
LSEBoE, NN
., .
pjbish, NN
dpowell248, NN
too, RB
majy, NN
spoilt, NN
brat, NN
fans, NNS
think, NN
we, PRP
should, MD
go, VB
bigger, JJR
though, IN
I, PRP
think, NN
he, PRP
do, VB
well, RB
Plays, NNS
decent, NN
football, NN
., .
GaffneyVLC, NN
piss, NN
pot, NN
league, NN
tbf, NN
also, RB
hulk, NN
is, VBZ
cack, NN
., .
AsTallAsHerEyes, NNS
no, DT
no, DT
it, PRP
everyone, NN
else, RB
that, DT
backwards, NNS
Sam, NNP
because, IN
America, NNP
., .
JackJackj1996, NN
happy, JJ
birthday, NN
babes, NNS
Have, VB
a, DT
good, JJ
day, NN
xoxo, NN
., .
pantsybaby, NN
oh, NN
but, CC
his, PRP$
hair, NN
Steph, NN
His, PRP$
hair, NN
., .
_chloepalmerr, NN
aw, NN
gallllllll, NN
I, PRP
will, MD
now, RB
think, NN
of, IN
your, PRP$
lil, NN
face, NN
when, WRB
drinking, NN
from, IN
my, PRP$
pug, NN
mug, NN
xoxox, NN
., .
After, IN
a, DT
week, NN
in, IN
Scotland, NN
am, VBP
I, PRP
glad, NN
to, TO
be, VB
back, RB
at, IN
work, NN
Am, NN
I, PRP
f, NN
k, NN
., .
GaffneyVLC, NN
I, PRP
will, MD
take, VB
a, DT
red, JJ
card, NN
a, DT
win, NN
by, IN
the, DT
odd, NN
goal, NN
for, IN
the, DT
rest, NN
of, IN
the, DT
season, NN
Even, RB
if, IN
people, NNS
say, VB
it, PRP
luck, NN
etc, NN
I, PRP
do, VBP
care, NN
., .
philxl, NN
at, IN
work, NN
just, RB
thinking, VBG
about, IN
playing, VBG
some, DT
GTA, NN
crushing, VBG
in, IN
your, PRP$
blue, NN
car, NN
Was, NN
funny, NN
last, JJ
night, NN
Hopefully, RB
get, VB
some, DT
more, RBR
tonight, NN
GTAV, NN
., .
philxl, NN
comedy, NN
gold, NN
that, IN
bit, NN
Would, MD
have, VB
been, VBN
a, DT
lovely, RB
moment, NN
to, TO
upload, NN
to, TO
YouTube, NN
complete, JJ
with, IN
your, PRP$
commentary, NN
., .
Look, VB
what, WP
happens, NNS
to, TO
beef, NN
when, WRB
cows, NNS
eat, NN
what, WP
they, PRP
are, VBP
supposed, VBN
too, RB
RealFood, NN
simonChef99, NN
., .
suesmith8, NN
happy, JJ
21st, CD
to, TO
the, DT
face, NN
of, IN
women, NNS
Football, NN
Have, VB
a, DT
great, JJ
day, NN
sis, NN
X, NN
X, NN
X, NN
., .
mattgoss, NN
Just, RB
finished, VBN
a, DT
shoot, NN
interview, NN
with, IN
dailymirror, NN
looking, VBG
forward, RB
to, TO
coming, VBG
home, NN
in, IN
January, NNP
Looking, VBG
forward, RB
to, TO
seeing, VBG
you, PRP
xx, NN
., .
Nas, NN
Campanella, NN
travel, NN
writing, VBG
is, VBZ
so, RB
much, JJ
more, RBR
than, IN
describing, VBG
how, WRB
somewhere, RB
looks, NNS
inspirational, JJ
secularbloke, NN
bbc5live, NN
., .
Brenny_D, NN
AlanSteveSteve, NNP
Lord_Sugar, NN
i, NN
thought, NN
i, NN
found, NN
Alan, NNP
the, DT
other, JJ
day, NN
then, RB
realised, VBN
it, PRP
could, MD
of, IN
been, VBN
Steve, NNP
was, VBD
well, RB
confused, VBN
., .
Come, VB
and, CC
add, VB
a, DT
little, JJ
bit, NN
of, IN
spice, NN
in, IN
your, PRP$
Monday, NNP
mk, NN
Lunchdeal, NN
., .
May, NNP
have, VB
a, DT
new, JJ
contender, NN
for, IN
best, JJS
Xmas, NN
sandwich, NN
Pigs, NNS
in, IN
blankets, NNS
in, IN
a, DT
sandwich, NN
Marks, NNS
Spencer, NN
., .
King, NNP
Meads, NNS
nr, NN
Hertford, NN
36, CD
Wigeon, NN
Stonechat, WP
female, NN
., .
If, IN
I, PRP
see, VB
or, CC
hear, NN
Sam, NNP
smith, NN
one, CD
more, RBR
time, NN
I, PRP
actually, RB
gon, NN
whitey, NN
., .
chimichangaukGood, NN
afternoon, NN
Do, VB
you, PRP
have, VB
a, DT
window, NN
cleaner, NN
at, IN
your, PRP$
new, JJ
restaurant, NN
at, IN
Bletchley, NNP
., .
philxl, NN
do, VBP
think, NN
you, PRP
deal, NN
with, IN
the, DT
physical, JJ
side, NN
all, DT
that, IN
well, RB
either, DT
I, PRP
am, VBP
a, DT
bit, NN
of, IN
a, DT
bully, RB
on, IN
Pro, NNS
., .
Watching, VBG
the, DT
world, NN
go, VB
by, IN
while, IN
flying, VBG
Virgin, NN
Trains, NNS
virgintrains, NNS
fly, NN
virgin, NN
trains, NNS
arriveawesome, NN
., .
The, DT
blumuk, NN
Blum, NN
cooks, NNS
book, NN
is, VBZ
taking, VBG
it, PRP
place, NN
shaundavieshs, NN
bookshelf, NN
blumcooks, NNS
., .
BecciColby, NN
D_Mitten, VB
spinning, VBG
tonight, NN
are, VBP
you, PRP
you, PRP
ve, VBP
been, VBN
yoga, NN
once, RB
dont, NN
start, NN
Madonna, NN
., .
Tagos, NN
sa, NN
puso, NN
about, IN
friendship, NN
pain, NN
and, CC
love, NN
PastTense, NN
nov, NN
26, CD
na, NNS
XianLimm, NN
prinsesachinita, NN
babsandbelle, NN
., .
MelanieWeaver_, NN
happy, JJ
birthday, NN
babe, NN
., .
100, CD
return, NN
flights, NNS
to, TO
Ibiza, NN
In, IN
the, DT
middle, NN
of, IN
July, NNP
Sureeeeeeely, RB
., .
gemcolclough, NN
holrichards, NNS
100, CD
return, NN
flights, NNS
to, TO
Ibiza, NN
In, IN
the, DT
middle, NN
of, IN
July, NNP
Sureeeeeeely, RB
absolutely, RB
100, CD
., .
FootyAccums, NNS
Pound, NN
for, IN
pound, NN
T, NN
Bow, NN
is, VBZ
the, DT
better, RBR
keeper, NN
for, IN
me, PRP
but, CC
has, VBZ
needed, VBN
to, TO
play, NN
as, IN
well, RB
as, IN
De, NNP
Gea, NN
has, VBZ
had, VBD
to, TO
., .
Today, NN
I, PRP
am, VBP
mostly, RB
learning, VBG
how, WRB
to, TO
Ski, NN
Snozone, NN
Milton, NNP
Keynes, NNS
., .
Omg, NN
my, PRP$
dads, NNS
in, IN
norway, RB
and, CC
he, PRP
phoned, VBN
me, PRP
to, TO
tell, NN
me, PRP
he, PRP
bought, NN
me, PRP
the, DT
benefit, NN
kit, NN
I, PRP
want, NN
that, IN
sold, VBN
out, IN
I, PRP
so, RB
happy, JJ
., .
elliecocozza_, NN
happy, JJ
birthday, NN
xxx, NN
., .
dcumoviepage, NN
A, DT
pilgrimage, NN
to, TO
the, DT
filming, VBG
locations, NNS
of, IN
Superman, NN
IV, NN
Den, NN
of, IN
Geek, NN
YourMKWeb, NN
should, MD
have, VB
a, DT
look, NN
., .
Only, RB
a, DT
month, NN
until, IN
Christmas, NN
Eve, NN
Woop, NN
woop, NN
., .
HollyCopem4n, NN
please, NN
tell, NN
me, PRP
you, PRP
watched, VBN
survivor, NN
series, NN
., .
PEPalerts, NNS
Kim, NNP
Chiu, NN
wanted, VBD
to, TO
shorten, NN
her, PRP$
kissing, VBG
scene, NN
with, IN
Xian, JJ
Lim, NN
find, VB
out, IN
why, WRB
here, RB
., .
WonderWorldMK, NN
I, PRP
think, NN
we, PRP
should, MD
get, VB
these, DT
guys, NNS
in, IN
after, IN
New, NNP
Years, NNS
Jordan_Jud, NN
and, CC
Macauley_Irvine, NN
toofunny, NN
., .
Bidding, NN
on, IN
this, DT
for, IN
TheActualGeorge, NN
for, IN
Xmas, NN
hope, NN
he, PRP
will, MD
like, IN
it, PRP
., .
Liverpool_World, NN
sam0007ster, NN
BenSmithBBC, NN
Good, JJ
., .
Massive, JJ
crash, NN
in, IN
Fenny, NN
road, NN
by, IN
Pink, VB
Punters, NNS
is, VBZ
shut, NN
which, WDT
means, NNS
my, PRP$
journey, NN
home, NN
is, VBZ
probably, RB
going, VBG
to, TO
be, VB
long, RB
and, CC
shit, NN
., .
Two, CD
pictures, NNS
of, IN
my, PRP$
no, DT
shave, NN
november, NN
short, JJ
beard, NN
and, CC
long, RB
beard, NN
., .
the, DT
big, JJ
reunion, NN
skegness, NN
., .
1Pepsy, CD
Wicked, VBD
Swine, NN
Hope, NN
he, PRP
rots, NNS
., .
HelpEmptyTanks, NNS
GrindTV, NN
Dont, NN
tell, NN
me, PRP
there, RB
is, VBZ
a, DT
Kind, VB
Compassionate, NN
person, NN
out, IN
there, RB
after, IN
all, DT
., .
The, DT
SKODA, NN
Octavia, NN
Greenline, NN
1, CD
6, CD
TDI, NN
took, VBD
gold, NN
in, IN
the, DT
Private, JJ
Hire, NN
Car, NN
of, IN
the, DT
Year, NN
category, NN
at, IN
Professional, JJ
Driver, NN
QSi, NN
Awards, NNS
20, CD
Nov, NN
14, NNS
., .
noonahmed, VBN
I, PRP
never, RB
been, VBN
more, RBR
confused, VBN
in, IN
my, PRP$
life, NN
., .
GrangerLewisss, NN
So, RB
baffled, VBN
Just, RB
seen, VBN
this, DT
on, IN
some, DT
well, RB
old, JJ
episode, NN
of, IN
futurama, NN
TAB_92, NN
., .
Gareth, NNP
Bale, NN
No, DT
ta, NN
., .
Wakes, NNS
ft, NN
Wealdstone, NN
Raider, NN
No, DT
ground, NN
No, DT
fans, NNS
LewyWal, NN
this, DT
one, CD
., .
eeeee, NN
so, RB
excited, VBN
to, TO
watch, NN
TheHungerGames, NNS
Millie, NNP
just, RB
happy, JJ
she, PRP
got, VBD
a, DT
slush, NN
puppy, JJ
., .
What, WP
is, VBZ
fair, NN
Cameron, NNP
Labour, NN
libdems, NNS
why, WRB
cant, NN
we, PRP
can, MD
have, VB
fair, NN
thing, NN
for, IN
british, JJ
people, NNS
., .
Number10gov, NN
why, WRB
cant, NN
government, NN
come, VB
and, CC
talk, NN
to, TO
common, JJ
people, NNS
instead, RB
of, IN
their, PRP$
own, JJ
party, NN
members, NNS
and, CC
voters, NNS
., .
angeliquedamon, NN
If, IN
this, DT
is, VBZ
a, DT
Church, NN
God, NNP
Help, NN
Us, NN
., .
Manstagram_, NN
IDK, NN
why, WRB
I, PRP
find, VB
this, DT
funny, NN
eternally, RB
shading, VBG
the, DT
best, JJS
superhero, NN
around, IN
skn, NN
., .
TelegraphTravel, NN
NoTrophyHunting, VBG
TuskTrust, NN
He, PRP
shouldnt, NN
be, VB
near, IN
Animals, NNS
he, PRP
kills, NNS
them, PRP
Hypocrite, NNP
., .
Formula1chick, NN
Motorsport, NN
PorscheRaces, NNS
JensonButton, NN
both, DT
for, IN
just, RB
a, DT
complete, JJ
curve, NN
ball, NN
., .
Pwookey, NN
Fair, NN
enough, RB
I, PRP
am, VBP
Happy, JJ
to, TO
be, VB
Related, JJ
to, TO
one, CD
of, IN
them, PRP
or, CC
a, DT
Viking, VBG
Probably, RB
am, VBP
., .
swami2005, NN
SuziUrell, NN
USDA, NN
RinglingBros, NNS
Please, VB
Retweet, NN
this, DT
Ringlings, NNS
is, VBZ
another, DT
Hell, NN
Hole, NN
like, IN
Seaworld, NN
Keep, VB
Protesting, VBG
., .
This, DT
month, NN
we, PRP
are, VBP
in, IN
Discover, NN
Northampton, NN
Christmas, NN
NorthamptonBID, NN
., .
Being, VBG
a, DT
Spurs, NNS
legend, NN
entitled, VBN
you, PRP
to, TO
free, JJ
tickets, NNS
to, TO
massive, JJ
games, NNS
apparently, RB
Fucking, VBG
Liberty, NN
Do, VB
not, RB
agree, NN
at, IN
all, DT
., .
Fair, NN
play, NN
Gazza, NN
guess, NN
I, PRP
should, MD
know, VB
the, DT
sun, NN
likes, NNS
to, TO
spin, NN
a, DT
story, NN
., .
wearejames, NNS
craigallington, NN
RichardMcNamara, NN
they, PRP
played, NNS
Sit, NN
Down, IN
over, IN
the, DT
PA, NN
at, IN
Brixton, NNP
on, IN
Sat, NN
night, NN
before, IN
carterusm, NN
Well, RB
received, VBN
., .
JaneyHolliday, NN
I, PRP
think, NN
people, NNS
would, MD
get, VB
healthy, JJ
but, CC
supermarkets, NNS
would, MD
end, NN
up, RB
bankrupt, NN
Ha, NN
ha, NN
., .
I, PRP
think, NN
Jake, NN
and, CC
Nadia, NNP
make, VB
a, DT
cute, NN
couple, NN
ImACeleb, NN
., .
Aside, RB
from, IN
smerk, NN
remarks, NNS
from, IN
various, JJ
client, NN
base, NN
that, IN
our, PRP$
intermittent, NN
issues, NNS
as, IN
reliable, JJ
as, IN
Nico, NNP
ERS, NNS
just, RB
have, VB
to, TO
take, VB
in, IN
good, JJ
humour, NN
., .
teenywiseman, NN
You, PRP
welcome, NN
chick, NN
see, VB
you, PRP
tomorrow, NN
xx, NN
., .
garymoore821, NN
20472d, CD
robibellini, NN
HoraceWhip, NN
CardGary, JJ
Mammagee66, NN
smudger_d, NN
Assistant007, NN
evening, VBG
Gaz, NN
how, WRB
you, PRP
feeling, VBG
., .
Close, RB
down, RB
RBS, NN
now, RB
a, DT
rogue, NN
bank, NN
at, IN
the, DT
heart, NN
of, IN
the, DT
nation, NN
., .
I, PRP
need, NN
DrPhil, NN
to, TO
be, VB
aired, VBN
in, IN
the, DT
UK, NN
That, DT
way, NN
I, PRP
can, MD
get, VB
therapy, NN
through, IN
my, PRP$
TV, NN
., .
JonnieLovepole, NN
well, RB
I, PRP
do, VB
know, VB
her, PRP$
personally, RB
and, CC
by, IN
that, IN
I, PRP
mean, NN
talked, VBD
to, TO
her, PRP$
for, IN
30, CD
seconds, NNS
in, IN
the, DT
lobby, NN
of, IN
a, DT
London, NNP
theatre, NN
., .
meganokay, NN
Feminism, NN
is, VBZ
more, RBR
than, IN
just, RB
cat, NN
calling, VBG
and, CC
school, NN
dress, NN
code, NN
people, NNS
need, NN
to, TO
learn, NN
that, IN
., .
teenywiseman, NN
Yes, UH
some, DT
of, IN
the, DT
lovely, RB
girls, NNS
invited, VBN
me, PRP
to, TO
join, NN
them, PRP
so, RB
I, PRP
coming, VBG
too, RB
Woohoo, NN
Look, VB
forward, RB
to, TO
seeing, VBG
you, PRP
xx, NN
., .
sara_holden, NN
Awww, NN
lovely, RB
pic, NN
Sara, NN
You, PRP
always, RB
so, RB
smiley, NN
xx, NN
., .
BeautifulRay_, NN
Wait, NN
A, DT
Minute, NN
Wait, NN
A, DT
Minute, NN
ffs, NNS
., .
RachelleAlexa, NN
Chronicles, NNS
of, IN
a, DT
black, JJ
female, NN
life, NN
., .
Things, NNS
are, VBP
happening, VBG
down, RB
at, IN
miltonkeynesWC, NN
T, NN
Minus5days, NNS
cyclocross, NN
worldcup, NN
Campbell, NN
Park, NN
., .
CSmilliexo, NN
My, PRP$
dog, NN
actually, RB
brightens, NNS
up, RB
my, PRP$
lyfe, NN
it, PRP
when, WRB
Simon, NN
walks, NNS
out, IN
the, DT
kitchen, NN
it, PRP
just, RB
such, JJ
a, DT
good, JJ
moment, NN
., .
Dawnf1, NN
teenywiseman, NN
This, DT
is, VBZ
the, DT
cross, NN
you, PRP
have, VB
to, TO
bare, NN
sadly, RB
Dawn, NN
On, IN
the, DT
plus, CC
side, NN
you, PRP
get, VB
6, CD
weeks, NNS
off, IN
in, IN
the, DT
summer, NN
and, CC
I, PRP
do, VBP
x, NN
., .
imacelebrity, NN
Kendra, NNP
went, VBD
completely, RB
OTT, NN
I, PRP
not, RB
an, DT
Edwina, NNP
fan, NN
but, CC
she, PRP
has, VBZ
a, DT
right, NN
to, TO
voice, NN
an, DT
opinion, NN
kendra, NN
fowl, NN
mouth, NN
rant, NN
not, RB
good, JJ
., .
rocket9ueen, NN
sorry, NN
there, RB
are, VBP
no, DT
appointments, NNS
for, IN
three, CD
weeks, NNS
my, PRP$
meds, NNS
run, VB
out, IN
in, IN
6, CD
days, NNS
this, DT
is, VBZ
seriously, RB
adding, VBG
to, TO
my, PRP$
anxiety, NN
